t,x,y,yaw
1.85,-6.0854,-0.5409,1.6706
1.867,-6.087,-0.5243,1.6666
1.883,-6.0885,-0.5077,1.6627
1.9,-6.09,-0.4911,1.659
1.917,-6.0914,-0.4745,1.6553
1.933,-6.0928,-0.4579,1.6518
1.95,-6.094,-0.4412,1.6484
1.967,-6.0953,-0.4246,1.6451
1.983,-6.0965,-0.408,1.6419
2.0,-6.0976,-0.3913,1.6388
2.017,-6.0987,-0.3747,1.6357
2.033,-6.0997,-0.358,1.6328
2.05,-6.1007,-0.3414,1.63
2.067,-6.1016,-0.3247,1.6272
2.083,-6.1025,-0.3081,1.6246
2.1,-6.1034,-0.2914,1.622
2.117,-6.1042,-0.2748,1.6195
2.133,-6.105,-0.2581,1.617
2.15,-6.1057,-0.2414,1.6147
2.167,-6.1064,-0.2248,1.6124
2.183,-6.1071,-0.2081,1.6102
2.2,-6.1077,-0.1914,1.608
2.217,-6.1083,-0.1748,1.606
2.233,-6.1088,-0.1581,1.6039
2.25,-6.1093,-0.1414,1.602
2.267,-6.1098,-0.1248,1.6001
2.283,-6.1103,-0.1081,1.5983
2.3,-6.1107,-0.0914,1.5965
2.317,-6.1111,-0.0747,1.5947
2.333,-6.1115,-0.058,1.5931
2.35,-6.1118,-0.0414,1.5915
2.367,-6.1121,-0.0247,1.5899
2.383,-6.1124,-0.008,1.5884
2.4,-6.1127,0.0087,1.5869
2.417,-6.1129,0.0254,1.5855
2.433,-6.1132,0.042,1.5841
2.45,-6.1134,0.0587,1.5827
2.467,-6.1135,0.0754,1.5814
2.483,-6.1137,0.0921,1.5802
2.5,-6.1138,0.1088,1.5789
2.517,-6.1139,0.1255,1.5778
2.533,-6.114,0.1421,1.5766
2.55,-6.1141,0.1588,1.5755
2.567,-6.1142,0.1755,1.5744
2.583,-6.1142,0.1922,1.5734
2.6,-6.1142,0.2089,1.5724
2.617,-6.1143,0.2256,1.5714
2.633,-6.1142,0.2422,1.5705
2.65,-6.1142,0.2589,1.5696
2.667,-6.1142,0.2756,1.5687
2.683,-6.1141,0.2923,1.5678
2.7,-6.1141,0.309,1.567
2.717,-6.114,0.3257,1.5662
2.733,-6.1139,0.3424,1.5654
2.75,-6.1138,0.359,1.5646
2.767,-6.1137,0.3757,1.5639
2.783,-6.1135,0.3924,1.5632
2.8,-6.1134,0.4091,1.5625
2.817,-6.1133,0.4258,1.5618
2.833,-6.1131,0.4425,1.5611
2.85,-6.1129,0.4591,1.5605
2.867,-6.1127,0.4758,1.5599
2.883,-6.1125,0.4925,1.5593
2.9,-6.1123,0.5092,1.5587
2.917,-6.1121,0.5259,1.5582
2.933,-6.1119,0.5426,1.5576
2.95,-6.1117,0.5592,1.5571
2.967,-6.1114,0.5759,1.5566
2.983,-6.1112,0.5926,1.5561
3.0,-6.1109,0.6093,1.5557
3.017,-6.1107,0.626,1.5552
3.033,-6.1104,0.6427,1.5548
3.05,-6.1101,0.6593,1.5544
3.067,-6.1098,0.676,1.554
3.083,-6.1096,0.6927,1.5536
3.1,-6.1093,0.7094,1.5532
3.117,-6.109,0.7261,1.5528
3.133,-6.1086,0.7428,1.5525
3.15,-6.1083,0.7594,1.5521
3.167,-6.108,0.7761,1.5518
3.183,-6.1077,0.7928,1.5515
3.2,-6.1074,0.8095,1.5512
3.217,-6.107,0.8262,1.5509
3.233,-6.1067,0.8428,1.5506
3.25,-6.1063,0.8595,1.5503
3.267,-6.106,0.8762,1.55
3.283,-6.1056,0.8929,1.5498
3.3,-6.1053,0.9096,1.5495
3.317,-6.1049,0.9263,1.5493
3.333,-6.1046,0.9429,1.5491
3.35,-6.1042,0.9596,1.5488
3.367,-6.1038,0.9763,1.5486
3.383,-6.1034,0.993,1.5484
3.4,-6.1031,1.0097,1.5482
3.417,-6.1027,1.0263,1.548
3.433,-6.1023,1.043,1.5479
3.45,-6.1019,1.0592,1.5472
3.467,-6.1015,1.0749,1.5458
3.483,-6.1011,1.0899,1.5437
3.5,-6.1007,1.1045,1.5409
3.517,-6.1002,1.1185,1.5372
3.533,-6.0997,1.1319,1.5329
3.55,-6.0992,1.1453,1.528
3.567,-6.0985,1.1586,1.5224
3.583,-6.0978,1.1719,1.5161
3.6,-6.097,1.1853,1.5091
3.617,-6.096,1.1986,1.5014
3.633,-6.095,1.2119,1.4929
3.65,-6.0939,1.2252,1.4837
3.667,-6.0926,1.2385,1.4738
3.683,-6.0911,1.2517,1.4634
3.7,-6.0896,1.265,1.4528
3.717,-6.0879,1.2782,1.4424
3.733,-6.086,1.2914,1.4323
3.75,-6.084,1.3046,1.4224
3.767,-6.082,1.3178,1.4125
3.783,-6.0797,1.3309,1.4026
3.8,-6.0774,1.344,1.3928
3.817,-6.0749,1.3571,1.3834
3.833,-6.0723,1.3702,1.3748
3.85,-6.0696,1.3832,1.3666
3.867,-6.0668,1.3962,1.3583
3.883,-6.0639,1.4092,1.3501
3.9,-6.0609,1.4222,1.3424
3.917,-6.0577,1.4352,1.3354
3.933,-6.0546,1.4481,1.3288
3.95,-6.0513,1.461,1.3222
3.967,-6.0479,1.4739,1.3155
3.983,-6.0445,1.4868,1.3089
4.0,-6.0409,1.4997,1.3028
4.017,-6.0373,1.5125,1.2975
4.033,-6.0337,1.5253,1.2925
4.05,-6.0299,1.5381,1.2875
4.067,-6.0262,1.5509,1.2825
4.083,-6.0223,1.5637,1.277
4.1,-6.0184,1.5765,1.271
4.117,-6.0143,1.5892,1.2646
4.133,-6.0103,1.6019,1.2586
4.15,-6.0061,1.6145,1.2533
4.167,-6.0019,1.6272,1.2482
4.183,-5.9976,1.6398,1.2432
4.2,-5.9932,1.6524,1.2382
4.217,-5.9888,1.665,1.2332
4.233,-5.9843,1.6776,1.2282
4.25,-5.9798,1.6901,1.2231
4.267,-5.9752,1.7026,1.2187
4.283,-5.9705,1.7151,1.215
4.3,-5.9658,1.7276,1.2116
4.317,-5.9611,1.7401,1.2082
4.333,-5.9563,1.7526,1.2049
4.35,-5.9515,1.765,1.2015
4.367,-5.9467,1.7774,1.1981
4.383,-5.9418,1.7898,1.1947
4.4,-5.9368,1.8022,1.1919
4.417,-5.9318,1.8146,1.1888
4.433,-5.9268,1.827,1.1855
4.45,-5.9219,1.8389,1.1823
4.467,-5.9172,1.8503,1.179
4.483,-5.9127,1.8612,1.1758
4.5,-5.9083,1.8715,1.1726
4.517,-5.9042,1.8814,1.1694
4.533,-5.9002,1.8907,1.1663
4.55,-5.8964,1.8994,1.1637
4.567,-5.8928,1.9077,1.1618
4.583,-5.8895,1.9154,1.1601
4.6,-5.8861,1.9231,1.1584
4.617,-5.8828,1.9307,1.1566
4.633,-5.8794,1.9383,1.1549
4.65,-5.876,1.946,1.1531
4.667,-5.8726,1.9536,1.1514
4.683,-5.8692,1.9612,1.1496
4.7,-5.8658,1.9688,1.1478
4.717,-5.8623,1.9764,1.1461
4.733,-5.8589,1.984,1.1443
4.75,-5.8554,1.9916,1.1426
4.767,-5.8519,1.9992,1.1408
4.783,-5.8484,2.0068,1.139
4.8,-5.8449,2.0144,1.1373
4.817,-5.8414,2.0219,1.1355
4.833,-5.8379,2.0295,1.1337
4.85,-5.8343,2.0371,1.132
4.867,-5.8308,2.0446,1.1302
4.883,-5.8272,2.0521,1.1285
4.9,-5.8236,2.0597,1.1267
4.917,-5.82,2.0672,1.1249
4.933,-5.8164,2.0747,1.1232
4.95,-5.8128,2.0823,1.122
4.967,-5.8091,2.0898,1.1216
4.983,-5.8055,2.0973,1.1215
5.0,-5.8019,2.1048,1.1213
5.017,-5.7982,2.1123,1.1212
5.033,-5.7946,2.1199,1.1211
5.05,-5.791,2.1274,1.1209
5.067,-5.7873,2.1349,1.1208
5.083,-5.7837,2.1424,1.1207
5.1,-5.7801,2.1499,1.1201
5.117,-5.7764,2.1575,1.119
5.133,-5.7728,2.165,1.1176
5.15,-5.7691,2.1725,1.1162
5.167,-5.7654,2.18,1.1152
5.183,-5.7618,2.1875,1.1148
5.2,-5.7581,2.195,1.1146
5.217,-5.7544,2.2025,1.1145
5.233,-5.7507,2.21,1.1143
5.25,-5.747,2.2175,1.1142
5.267,-5.7434,2.2249,1.1141
5.283,-5.7397,2.2324,1.1139
5.3,-5.736,2.2399,1.1138
5.317,-5.7323,2.2474,1.1136
5.333,-5.7286,2.2549,1.1135
5.35,-5.7249,2.2624,1.1134
5.367,-5.7212,2.2699,1.1132
5.383,-5.7176,2.2774,1.1131
5.4,-5.7139,2.2849,1.113
5.417,-5.7102,2.2924,1.1129
5.433,-5.7065,2.2999,1.1127
5.45,-5.7028,2.3074,1.1126
5.467,-5.6991,2.3149,1.1125
5.483,-5.6954,2.3223,1.1124
5.5,-5.6917,2.3298,1.1122
5.517,-5.688,2.3373,1.1121
5.533,-5.6843,2.3448,1.112
5.55,-5.6806,2.3523,1.1119
5.567,-5.6769,2.3598,1.1123
5.583,-5.6732,2.3673,1.1134
5.6,-5.6695,2.3748,1.1148
5.617,-5.6659,2.3823,1.1161
5.633,-5.6622,2.3898,1.1169
5.65,-5.6585,2.3973,1.1172
5.667,-5.6549,2.4048,1.1173
5.683,-5.6512,2.4123,1.1174
5.7,-5.6476,2.4198,1.1175
5.717,-5.6439,2.4273,1.1175
5.733,-5.6403,2.4348,1.118
5.75,-5.6366,2.4423,1.1191
5.767,-5.633,2.4499,1.1204
5.783,-5.6293,2.4574,1.1218
5.8,-5.6257,2.4649,1.1231
5.817,-5.6221,2.4724,1.1245
5.833,-5.6185,2.48,1.1258
5.85,-5.6147,2.488,1.1268
5.867,-5.6107,2.4964,1.1281
5.883,-5.6065,2.5054,1.1295
5.9,-5.602,2.5149,1.131
5.917,-5.5973,2.5249,1.1325
5.933,-5.5924,2.5354,1.1342
5.95,-5.5873,2.5465,1.1358
5.967,-5.5819,2.558,1.1375
5.983,-5.5764,2.57,1.1392
6.0,-5.5708,2.5822,1.1409
6.017,-5.5653,2.5943,1.1426
6.033,-5.5598,2.6065,1.1443
6.05,-5.5543,2.6186,1.146
6.067,-5.5488,2.6308,1.1477
6.083,-5.5433,2.643,1.1497
6.1,-5.5379,2.6552,1.1523
6.117,-5.5325,2.6674,1.1551
6.133,-5.5272,2.6796,1.158
6.15,-5.5218,2.6919,1.1608
6.167,-5.5165,2.7041,1.1637
6.183,-5.5113,2.7164,1.1666
6.2,-5.5061,2.7287,1.1695
6.217,-5.5009,2.741,1.1725
6.233,-5.4958,2.7533,1.1759
6.25,-5.4907,2.7657,1.1801
6.267,-5.4856,2.778,1.1844
6.283,-5.4807,2.7904,1.1888
6.3,-5.4757,2.8028,1.1932
6.317,-5.4709,2.8153,1.1976
6.333,-5.4661,2.8277,1.2021
6.35,-5.4613,2.8402,1.2067
6.367,-5.4566,2.8527,1.2114
6.383,-5.452,2.8652,1.2162
6.4,-5.4474,2.8777,1.2211
6.417,-5.4429,2.8903,1.2261
6.433,-5.4385,2.9029,1.2311
6.45,-5.4341,2.9155,1.236
6.467,-5.4298,2.9281,1.241
6.483,-5.4255,2.9407,1.246
6.5,-5.4213,2.9534,1.2509
6.517,-5.4172,2.966,1.2559
6.533,-5.4131,2.9787,1.2608
6.55,-5.4091,2.9915,1.2658
6.567,-5.4052,3.0042,1.2707
6.583,-5.4013,3.017,1.2757
6.6,-5.3975,3.0297,1.2807
6.617,-5.3937,3.0425,1.2856
6.633,-5.39,3.0553,1.2906
6.65,-5.3864,3.0682,1.2959
6.667,-5.3828,3.0811,1.3017
6.683,-5.3794,3.0939,1.3077
6.7,-5.376,3.1069,1.3137
6.717,-5.3727,3.1198,1.3199
6.733,-5.3694,3.1327,1.3263
6.75,-5.3663,3.1457,1.3328
6.767,-5.3632,3.1587,1.3394
6.783,-5.3602,3.1717,1.346
6.8,-5.3574,3.1847,1.3526
6.817,-5.3546,3.1977,1.3591
6.833,-5.3518,3.2108,1.3657
6.85,-5.3492,3.2238,1.3723
6.867,-5.3467,3.2369,1.3789
6.883,-5.3442,3.25,1.3854
6.9,-5.3418,3.2631,1.392
6.917,-5.3396,3.2762,1.3986
6.933,-5.3374,3.2894,1.4051
6.95,-5.3352,3.3025,1.4117
6.967,-5.3332,3.3157,1.4183
6.983,-5.3313,3.3289,1.4249
7.0,-5.3294,3.3421,1.4314
7.017,-5.3276,3.3553,1.438
7.033,-5.326,3.3685,1.4446
7.05,-5.3244,3.3818,1.4512
7.067,-5.3229,3.395,1.4581
7.083,-5.3215,3.4083,1.4656
7.1,-5.3202,3.4216,1.4733
7.117,-5.319,3.4349,1.4812
7.133,-5.3179,3.4481,1.4893
7.15,-5.3169,3.4614,1.4975
7.167,-5.316,3.4747,1.5057
7.183,-5.3153,3.488,1.5139
7.2,-5.3146,3.5013,1.522
7.217,-5.3141,3.5146,1.5302
7.233,-5.3136,3.528,1.5388
7.25,-5.3133,3.5413,1.548
7.267,-5.3131,3.5546,1.5573
7.283,-5.3131,3.568,1.5668
7.3,-5.3132,3.5817,1.577
7.317,-5.3134,3.596,1.5878
7.333,-5.3138,3.6108,1.5993
7.35,-5.3144,3.6261,1.6116
7.367,-5.3152,3.6413,1.6242
7.383,-5.3162,3.6566,1.6372
7.4,-5.3175,3.6725,1.6503
7.417,-5.319,3.6889,1.6631
7.433,-5.3207,3.7055,1.6758
7.45,-5.3226,3.722,1.6882
7.467,-5.3248,3.7385,1.7003
7.483,-5.3271,3.755,1.7122
7.5,-5.3296,3.7714,1.7239
7.517,-5.3324,3.7878,1.7353
7.533,-5.3353,3.8042,1.7464
7.55,-5.3383,3.8206,1.7573
7.567,-5.3416,3.8369,1.7679
7.583,-5.345,3.8532,1.7784
7.6,-5.3486,3.8695,1.7886
7.617,-5.3524,3.8857,1.7986
7.633,-5.3563,3.9019,1.8084
7.65,-5.3604,3.918,1.818
7.667,-5.3646,3.9341,1.8274
7.683,-5.369,3.9502,1.8366
7.7,-5.3735,3.9662,1.8456
7.717,-5.3781,3.9821,1.8545
7.733,-5.3828,3.9978,1.8631
7.75,-5.3876,4.0132,1.8715
7.767,-5.3925,4.0285,1.8798
7.783,-5.3974,4.0434,1.8878
7.8,-5.4024,4.0582,1.8958
7.817,-5.4074,4.0727,1.9035
7.833,-5.4124,4.0869,1.9112
7.85,-5.4175,4.101,1.9186
7.867,-5.4227,4.1148,1.926
7.883,-5.4278,4.1284,1.9332
7.9,-5.433,4.1417,1.9403
7.917,-5.4382,4.1549,1.9472
7.933,-5.4434,4.1678,1.954
7.95,-5.4487,4.1806,1.9607
7.967,-5.4539,4.1931,1.9672
7.983,-5.4592,4.2054,1.9737
8.0,-5.4644,4.2176,1.98
8.017,-5.4697,4.2295,1.9862
8.033,-5.475,4.2413,1.9923
8.05,-5.4802,4.2528,1.9982
8.067,-5.4855,4.2642,2.0041
8.083,-5.4907,4.2754,2.0099
8.1,-5.496,4.2864,2.0155
8.117,-5.5012,4.2972,2.021
8.133,-5.5064,4.3078,2.0265
8.15,-5.5117,4.3183,2.0318
8.167,-5.5168,4.3286,2.037
8.183,-5.522,4.3387,2.0422
8.2,-5.5272,4.3487,2.0472
8.217,-5.5323,4.3585,2.0522
8.233,-5.5374,4.3682,2.057
8.25,-5.5425,4.3777,2.0618
8.267,-5.5475,4.387,2.0664
8.283,-5.5526,4.3962,2.071
8.3,-5.5576,4.4053,2.0755
8.317,-5.5626,4.4142,2.08
8.333,-5.5675,4.423,2.0843
8.35,-5.5724,4.4316,2.0885
8.367,-5.5773,4.4401,2.0927
8.383,-5.5821,4.4484,2.0968
8.4,-5.587,4.4566,2.1008
8.417,-5.5917,4.4647,2.1048
8.433,-5.5965,4.4727,2.1086
8.45,-5.6012,4.4805,2.1124
8.467,-5.6059,4.4882,2.1162
8.483,-5.6105,4.4958,2.1198
8.5,-5.6151,4.5033,2.1234
8.517,-5.6197,4.5106,2.1269
8.533,-5.6242,4.5178,2.1304
8.55,-5.6287,4.5249,2.1337
8.567,-5.6332,4.5319,2.1371
8.583,-5.6376,4.5388,2.1403
8.6,-5.642,4.5456,2.1435
8.617,-5.6463,4.5523,2.1467
8.633,-5.6506,4.5589,2.1497
8.65,-5.6549,4.5653,2.1527
8.667,-5.6591,4.5717,2.1557
8.683,-5.6633,4.578,2.1586
8.7,-5.6674,4.5841,2.1615
8.717,-5.6715,4.5902,2.1643
8.733,-5.6756,4.5962,2.167
8.75,-5.6796,4.6021,2.1697
8.767,-5.6836,4.6079,2.1723
8.783,-5.6875,4.6136,2.1749
8.8,-5.6914,4.6192,2.1774
8.817,-5.6953,4.6248,2.1799
8.833,-5.6991,4.6302,2.1824
8.85,-5.7029,4.6356,2.1848
8.867,-5.7066,4.6408,2.1871
8.883,-5.7103,4.646,2.1894
8.9,-5.714,4.6512,2.1916
8.917,-5.7176,4.6562,2.1939
8.933,-5.7212,4.6612,2.196
8.95,-5.7247,4.6661,2.1982
8.967,-5.7282,4.6709,2.2002
8.983,-5.7317,4.6756,2.2023
9.0,-5.7351,4.6803,2.2043
9.017,-5.7385,4.6849,2.2063
9.033,-5.7419,4.6894,2.2082
9.05,-5.7452,4.6939,2.2101
9.067,-5.7485,4.6983,2.2119
9.083,-5.7517,4.7026,2.2137
9.1,-5.7549,4.7069,2.2155
9.117,-5.7581,4.7111,2.2173
9.133,-5.7612,4.7152,2.219
9.15,-5.7643,4.7193,2.2207
9.167,-5.7674,4.7233,2.2223
9.183,-5.7704,4.7273,2.2239
9.2,-5.7734,4.7312,2.2255
9.217,-5.7764,4.735,2.2271
9.233,-5.7793,4.7388,2.2286
9.25,-5.7822,4.7425,2.2301
9.267,-5.785,4.7462,2.2315
9.283,-5.7878,4.7498,2.233
9.3,-5.7906,4.7533,2.2344
9.317,-5.7934,4.7568,2.2357
9.333,-5.7961,4.7603,2.2371
9.35,-5.7988,4.7637,2.2384
9.367,-5.8014,4.7671,2.2397
9.383,-5.8041,4.7704,2.241
9.4,-5.8066,4.7736,2.2422
9.417,-5.8092,4.7768,2.2434
9.433,-5.8117,4.78,2.2446
9.45,-5.8139,4.7828,2.2452
9.467,-5.8158,4.7851,2.245
9.483,-5.8173,4.787,2.2441
9.5,-5.8185,4.7885,2.2425
9.517,-5.8193,4.7896,2.2401
9.533,-5.8198,4.7902,2.2369
9.55,-5.82,4.7904,2.2331
9.567,-5.82,4.7904,2.2286
9.583,-5.82,4.7904,2.2235
9.6,-5.82,4.7905,2.2177
9.617,-5.82,4.7905,2.2111
9.633,-5.82,4.7905,2.2039
9.65,-5.82,4.7905,2.1959
9.667,-5.8201,4.7905,2.1872
9.683,-5.8201,4.7905,2.1778
9.7,-5.8201,4.7905,2.1677
9.717,-5.8201,4.7906,2.1569
9.733,-5.8201,4.7906,2.1453
9.75,-5.8201,4.7906,2.1331
9.767,-5.8201,4.7906,2.1203
9.783,-5.8201,4.7906,2.1074
9.8,-5.8202,4.7906,2.0944
9.817,-5.8202,4.7906,2.0813
9.833,-5.8202,4.7906,2.0682
9.85,-5.8202,4.7907,2.0551
9.867,-5.8202,4.7907,2.042
9.883,-5.8202,4.7907,2.0288
9.9,-5.8202,4.7908,2.0156
9.917,-5.8203,4.7908,2.0024
9.933,-5.8203,4.7908,1.9892
9.95,-5.8203,4.7909,1.9759
9.967,-5.8203,4.7909,1.9627
9.983,-5.8203,4.7909,1.9494
10.0,-5.8203,4.7909,1.9361
10.017,-5.8203,4.7908,1.923
10.033,-5.8203,4.7908,1.9102
10.05,-5.8202,4.7908,1.8977
10.067,-5.8202,4.7907,1.8856
10.083,-5.8202,4.7907,1.874
10.1,-5.8202,4.7907,1.8628
10.117,-5.8202,4.7906,1.852
10.133,-5.8202,4.7906,1.8416
10.15,-5.8202,4.7906,1.8316
10.167,-5.8202,4.7906,1.822
10.183,-5.8202,4.7905,1.8128
10.2,-5.8202,4.7905,1.8039
10.217,-5.8202,4.7905,1.7953
10.233,-5.8201,4.7904,1.787
10.25,-5.8201,4.7904,1.7791
10.267,-5.8201,4.7904,1.7714
10.283,-5.8201,4.7904,1.7641
10.3,-5.8201,4.7903,1.757
10.317,-5.8201,4.7903,1.7502
10.333,-5.8201,4.7903,1.7436
10.35,-5.8201,4.7903,1.7373
10.367,-5.8201,4.7902,1.7312
10.383,-5.8201,4.7902,1.7253
10.4,-5.8201,4.7902,1.7197
10.417,-5.8201,4.7902,1.7143
10.433,-5.8201,4.7901,1.7091
10.45,-5.8201,4.7901,1.704
10.467,-5.8201,4.7901,1.6992
10.483,-5.8201,4.7901,1.6946
10.5,-5.8201,4.7901,1.6901
10.517,-5.8201,4.79,1.6858
10.533,-5.8201,4.79,1.6816
10.55,-5.8201,4.79,1.6776
10.567,-5.8201,4.79,1.6738
10.583,-5.8201,4.79,1.6701
10.6,-5.82,4.7899,1.6665
10.617,-5.82,4.7899,1.663
10.633,-5.82,4.7899,1.6597
10.65,-5.82,4.7899,1.6565
10.667,-5.82,4.7899,1.6535
10.683,-5.82,4.7899,1.6505
10.7,-5.82,4.7899,1.6477
